Review,Actual Label,Predicted Label
"Pour le montant du produit il n' ya pas de notice en français, pas de carte mémoire intégrée Donc Pas de possibilité d'utilisation optimum de ce produit",negative,negative
"Bonjour, Nous cherchons a vous joindre car nous avons des soucis avec la chaise longue que nous avons commandé. Il semblerait que les coutures ais été mal conçu et nous ne parvenons pas à joindre la barre central à une des deux vis principale. Nous partons dans 10 jours et nous en aurions eu grand besoin. Pouvez-vous nous aidez a résoudre ce problème au plus vite ou nous renvoyer un exemplaire? Nous vous souhaitons une bonne journée.",negative,negative
Les vis d’attache des verrins ne sont pas de bonnes tailles et aucune réponse dans ce sens du SAV,negative,negative
Très deçu par le soundracer ou problème avec la radio.,negative,negative
je m'attendais à une autre qualité que ca... le film n'est pas tres solide...,negative,negative
"Ce produit n'est vraiment pas terrible. Il se déchire, pas agréable à regarder en fin de journée mais mon chien semble avoir apprécié l'intérieur. C'est le principal...",negative,negative
j'ai acheté ce produit car je le trouvais beau. je n'ai pas eu de souci pour installer le premier support mais le second a présenté des problèmes de filetage (points de soudure sur filetage) ; résultat : un support pas très opérationnel ni propre.,negative,negative
Le produit est trop mince et ne soulage absolument pas mes douleurs au talon. Il n'y a aucun amorti!Elles sont beaucoup trop minces!,negative,negative
Se détache et ne tiennent pas dans l'oreille que ça sois pour moi ou bien les enfants. Je regrette vraiment,negative,negative
Reçu abîmé... Pour un truc qui va être sur mon frigo je suis assez déçue,negative,negative
Il n' y a pas de découpe sur la coque pour le déverrouillage tactile.,negative,negative
"Livraison en 2 à 3 semaines. Déçue à réception. Maximum 5 cm de longueur, maxi 5 mm de diamètre, Peut servir mais je ne m'attendais pas à sa pour ce prix",negative,negative
cassé après 3 jours et ce pour les 3 pièces,negative,negative
"Bonjour Je salut la résistance du verre a la torsion étant donné que j ai du le retirer plusieurs fois sans le cassé et que je suis loin d être particulièrement doux. Par contre, les bulles d air avec ce produits sont insoutenable. Impossible d enfiler le verre sans une grosse bulle d aire. A force de l enlever plusieurs fois, la colle de la vitre a prix la poussière. Ce n ai pourtant pas ma première vitre de protection, j en équipe toujours mes smartphones et les changent régulièrement ( oui je ne suis pas doux avec mes smartphones ) Bref je viens de jeter 9 euros a la poubelle, je suis frustré, mes vitre habituelles a 3 euros sont moins coriaces dans tout les sens du termes",negative,negative
"Au début super contente et au bout de deux jours, les bords se sont fendus, je déconseille. J'ai renvoyé et me suis fait remboursé",negative,negative
"l'ai utilisé plusieurs fois, mais ne voit pas de différence. en cherche un autre",negative,negative
Qualité de son pas de terrible. Pire : le volume n’est pas équilibré entre les 2 côtés. Mais à ce prix là il ne faut pas s’attendre à mieux :-(,negative,negative
"L'histoire est convenue mais se lit bien... par contre j'ai vraiment été gênée par les trop nombreuses fautes d'orthographe, d'où la note! C'est inadmissible!!!",negative,negative
ce produit ne convient absolument pas et ne fonctionne pas du tout je ne recommande pas vous perdez de l argent bicarbonate et vinaigre blanc c est mieux,negative,negative
Qualité relative...Expédition rapide mais lorsqu un colis ne rentre pas dans une boite aux lettres on ne s acharne pas à le faire entrer...Je rentre chez moi la boîte aux lettre n est pas fermée et j ai du me battre pour faire sortir le colis qui était coincé dedans j ai du déchirer le carton pour réussir à le sortir...Faut parfois réfléchir hein,negative,negative
le matelas livré ne reprend pas bien sa forme les bouts sont pas de la même épaisseur ce n'est pas super,negative,negative
Article peu solide. En 2 jours les hélices se sont cassées,negative,negative
Je fais du 54 et j'ai trouvé la taille un peu juste. La taille n'est pas vraiment adapté. J'ai suis déçu.,negative,negative
Article reçu dans les temps mais de qualité moindre les supports a tourne vis sont inutilisable trop souple je trouve l article beaucoup trop cher pour ce que c est,negative,negative
"Déçue du temps d’ecoute, les écouteurs se déchargent au bout d’une heure et on peut les charger qu’une seule fois dans le boîtier.",negative,negative
"rien à dire sur la qualité mais malheureusement la couture du haut de la chaussure est coupante et mon mari n'a pas supporté, j'ai donc renvoyé le produit",negative,negative
Pas du tout efficace.,negative,negative
1 clés sur 2 ne fonctionne pas impossible de programmer la 1 première j ai du prendre l’autre clés reçu et la tout fonctionne,negative,negative
"Cet embout qui devait soit disant s’adapter à tous les aspirateurs ne rentre pas, malgré les 2 tailles proposées sur un Dyson, dommage. Sur un autre type d’aspirateur j’ai pu le mettre mais semble moins efficace que sur la vidéo des vendeurs.",negative,negative
"Un peu déçue, le bois n'est vraiment pas travaillé et elle ne tient pas beaucoup. En plus de ça j'ai du me battre 2 semaines avec le livreur pour enfin l'avoir alors qu'elle était dans un entrepôt juste à côté de chez moi.....",negative,negative
peut etre est ce un problème du disque,negative,negative
"Je confirme, ne prend pas suffisamment d'espace sur l'écran. Je vais me tourner vers un autre produit mieux notés.",negative,negative
Très déçu il marque 500 elastique alor que jai comptée y en na 100 dedant et il casse très vite,negative,negative
La qualité est médiocre a usage intensif pour les petits pots de bébés ils ne dureront pas longtemps j’ai l’impression après les 5 formât différents sont pas mal mais les 2 plus petits ne servirons que les premières semaines ou bébé apprends à manger à la cuillère et après on sera pas quoi en faire car là contente contient une petite cuillère à café ou deux pour le volume du dessus....,negative,negative
Bon produit Pince à billet pas assez performante Dommage!!!!!!!!!!!,negative,negative
Le contenu correspond à la description mais retard de livraison de 2 jours. Service client en incapacité de répondre à mes questions concernant le retard.,negative,negative
"Franchement, grosse deception.... C est un copie/coller du scenarios d un film sorti y a pas tres longtemps sur Alan Turing et la machine enigma. Comme fan de spirou et fantasio j en attendais beaucoup plus",negative,negative
Assez moyen de mon point de vue. Son défaut est que ma protection n'est pas adaptée à la forme de la vitre du galaxie S7.,negative,negative
"Ne blesse jamais (tant que la grille est intacte). La tondeuse qui se dégage du manche est très pratique. Ne coupe pas les poils longs (> 1,5 mm) donc il vaut mieux se raser tous les jours. On peut séparer la lame du rasoir mais je n'ai pas trouvé qu'on puisse la démonter pour la nettoyer intérieurement, contrairement à d'autres modèles. Je nettoie tant bien que mal à l'eau et en frappant. J'évite les mauvaises odeurs en laissant tremper dans de l'eau + désinfectant. (Il existe une machine pour nettoyer : trop encombrante en voyage, chère.) Rase vite et bien mais seulement pour quelques semaines. Jj'utilise le rasoir pour la barbe et le scalp donc je le sollicite doublement ou triplement. Après 2 à 3 semaines, l'efficacité du rasage diminue (15 min au lieu de 5 min pour le même résultat). Après 4 mois la grille est percée => changement de lame 50 €. Après 2 mois, la lame de rechange ne rase plus. Serait-elle de qualité inférieure à l'originale? Après 6 mois, l'accumulateur donne signe de faiblesse (rouge après 20 min). En effet, ce rasoir ne peut pas être utilisé sur secteur. Si vous ne changez pas la lame rapidement, vous allez user l'accumulateur prématurément.",negative,negative
Je mais 2 étoiles car le produit et arriver il et tomber et c'est cassé directement bref j'ai même pas pu le testé,negative,negative
"Très déçue par ces pochettes beaucoup trop fines, on ne peut pas y classer grand chose...et un doute sur la durée de vie....",negative,negative
Pourtant prévenu par un internaute mais je pensais que cela était une blague. Robinet bruyant à l'utilisation..... Première fois que je vois cela,negative,negative
De taille plus grosse que celle qu'on trouve en grande surface et ne tiens pas bien la charge!,negative,negative
"Cette article est censé être sans défaut obd, première mise en route, le voyant allumé  sur une mini de 2009",negative,negative
Bonjour le transfo chauffe et disjoncte je ne peux pas m'en servir veuillez m'en envoyer un nouveau merci,negative,negative
Qualité moyenne et pas bien ajustée... déformée,negative,negative
"Le col de cygne ne tient pas bien, la pince très grosse et pas très pratique a installer. Un peu déçu.",negative,negative
Produit sans aucune efficacité.,negative,negative
"Produit qui ne vaut pas son prix, capte le bluetooth entre 0 et 50cm, haut de la ça ne marche plus...",negative,negative
"Malgré un emballage intact, le tableau est abîmé sur la face blanche (coup)... (les chocs entre colis dans le camion de livraison en sont surement la cause...)",negative,negative
"Vibrations ridicules, temps de réponse trop long, il y a un décalage par rapport aux joycon de la switch, du coup les vrais joueurs n'aimeront pas. Belles finitions mais on est loin de la manette ultime...",negative,negative
J’ai acheté deux livres qui à l’arrivée l’un était corné puis par temps humide ce n’est pas idéal car ils n’étaient pas protégés et étant trop gros par rapport à l’emballage pas étonnant que ça c’est ouvert lors du voyage donc mécontente certes,negative,negative
"Manque une ouverture, pas fait attention à la commande.",negative,negative
Beaucoup de bâtonnet blanc style paille à l intérieur....mon chat est attiré pour la manger.....c est tout...il ne se roule pas comme lorsque je saupoudre l herbe à chat que l on trouve ds les grattoirs... Étonnant cette différence d effet sur lui et je n apprécie pas du tout ces petits morceaux durs style paille sèche...en gd nombre.... Avez vous cela aussi dans vos pots?,negative,negative
Je pensais que ça serait un verre trempé épais et au final c'est un film légèrement épais. Je suis déçu,negative,negative
Ne colle pas longtemps même le support bien nettoyé,negative,negative
"Bonjour bien reçu,mes sur les trois une qui avez pas d épingle",negative,negative
"Ma fille en avait déjà une... j'ai voulu en commandé une seconde pour chez la nounou. Très déçue car il n'y a pas d'épaisseur (moins de rembourrage)et malheureusement, la peluche ne durera pas longtemps.",negative,negative
Bonjour j'ai reçu les deux gardes boue avant et arrière correctement. J'ai seulement pu installer le garde boue arrière car l'attache du garde boue avant était cassé lorsque j'ai déballé le colis. Pouvez-vous me renvoyer seulement une attache pour le garde boue avant?,negative,negative
Je suis très déçue de mon achat coupures irritations utlisé 2 fois et pas satisfaite je regrette mon ancien rasoir. Il est joli ça en reste là...,negative,negative
Toutes les batteries n’ont pas la même épaisseur si on insiste elles rentrent mais à la sortie l’ergot se brise.,negative,negative
"Prix attractif. Ils ne sont pas très agréables à utiliser, ne glissent pas assez sur la laine.",negative,negative
"Non conforme à la photo, aimants ne tiennent pas bien et plastique de qualité moindre à mon goût. D'où cher pourla qualité",negative,negative
"Ce balai vapeur n'est pas pratique, en plus je n'ai pas reçu tous les accessoires, je l'ai commandé surtout pour la raclette, mais malheureusement je ne l'ai pas reçu et maintenant je suppose qu'il est trop tard pour demander au vendeur qu'il me l'envoi.",negative,negative
Mauvaise calité d image,negative,negative
"Ce kitchenaid n'a plus à prouver sa qualité, mais le modèle envoyé est défectueux : il manque le ressort qui permet de maintenir correctement le fouet! Comment peut-on livrer des appareils incomplets? Je vais essayer de rajouter un ressort, bien que la pièce ne se démonte pas. Pas contente.",negative,negative
Fonctionne que très peu de temps( car l’iPhone bloque les accessoires non-apple )et le son des écouteurs grésille de temps en temps donc bof. Je suis obligée de le débrancher et rebrancher toutes les 20 secondes donc je ne recommande pas. Mais ça dépanne en cas d’urgence,negative,negative
Pas de véritable changement de la peau,negative,negative
depuis le 2 mai je sors pas de chez moi en attendant ma commande ;tout les jours il y a noté livraison jus-qu a 20 heure ce jour le 6 mai toujours rien j aimerai bien avoir des nouvelles dans un plus bref délai,negative,negative
Ne reconnais pas le tactile pour déverrouiller le portable et la vitre n'est pas très solide,negative,negative
"Profiter des promotions pour acheter l'anthologie Rocky, je dis oui! Par contre, je ne pensais pas que prix réduit voudrait dire qualité d'image réduite, pourtant... C'est bien dommage.",negative,negative
Impressions alimentaire l'éponge des cartouches d'encre sont difficiles à imbibé,negative,negative
Produit moyen déçu pour la telecommande qui ne fonctionne pas,negative,negative
"Bonjour, je viens de les installés, malheureusement plusieurs semaines après l'achat, et je m'aperçois que l'un des 2 appareils reste toujours allumé!!! dommage...",negative,negative
"Pratique pour allumer les bougies. Cependant, après quelques mois d'usage (une dizaine d'allumages par semaine), la charge faiblit de plus en plus pour en arriver à ne pouvoir allumer plus qu'une seule bougie avec une pleine charge. Donc, achat inutile.",negative,negative
Pas facile. Il faut avoir beaucoup de patience.,negative,negative
La qualité du verre n’a pas l’air top... des petites bulles persistes même après avoir marouflé.... pas très satisfait,negative,negative
Je ne trouve pas le produit très efficace je l'ai pas mal utilisée sous la douche mais il n'y a pas d'effet de avant après,negative,negative
"Après deux semaines d'utilisation les connexion montre déjà des signes de faiblesse mon téléphone me note régulièrement ""chargement lent"" avec une prise charge rapide",negative,negative
La qualité du produit est moindre cest comme un collant je ne suis pas satisfaite,negative,negative
"Pas pratique, Fiches trop petites pour réaliser les câblages,",negative,negative
Un peu déçu car je pensais acheter du gel. Mais celui ci devient mousse. En 2018 je ne pensais pas que la mousse existait encore. Après voilà rasé de près quand même.,negative,negative
Après quelques semaines d’utilisation la corde qui permet de déplier le parasol à céder! Dieu merci mon mari est bricoleur....,negative,negative
Ai pas aimé le livre. Bien si on cuisine d'un coup le dimanche. Mais si dans la liste des plats à préparer 1 ou 2 ne vous plaisent pas c'est alors galère de retrouver la recette parmis le reste.,negative,negative
A cassé a sa première utilisation j ai acheté le même en laiton,negative,negative
sa chauffe quasiment pas du tout effet moyen sur les douleurs a éviter très très déçu a croire que les pommade qui fonctionnais vraiment pour chauffer on disparue du marcher dommage!!!,negative,negative
"Apres 3 mois d'utilisation, il ne s'allume plus, la recharge batterie est à 100% (voyant rouge ok puis s’éteint) mais il ne se passe plus rien lorsque j'appuie sur le bouton marche...",negative,negative
"2 étoiles juste pour le prix, a part ça, poil pas du tout souple qui m'abîme les gencives, j'ai même un doute sur une contrefaçon??",negative,negative
petit drone sympa bon design format impeccable le seul problème c'est que les caractéristiques constructeurs sont loin d'être ce qu'il ya marqué la batterie 7 min maxi moi j'ai testé sans l'éclairage à peine 5 min la portée moins de 20 m moi je dis moins de 10 m ce déconnecte de la télécommande sans cesse le calibrage faut attendre 3 jours en gris ça vaut pas 61 euros c'est clair on paye le design c'est tout je déconseille ce produit c'est de la merde je suis déçus que Amazon vende c'est merde pourtant je suis client depuis lomptemp c'est la première fois que je déçu bon en bref j'irai pas acheter un nouveau drone sur Amazon,negative,negative
"Je l'ai acheter, le jour même je mes mon téléphone en poche je remarque que la languette qui se trouve au verrouillage c'est arracher. Puis vient les fissure qui proviennent des coin jusqu’à l'arrachement complet de morceaux.",negative,negative
Je ne vois pas la différence avec les tailles adultes...,negative,negative
"Sur 2 appareils commandés : 1 ne fonctionne déjà plus au bout d'une semaine. Un ""-"" pour la qualité dans le temps, dommage",negative,negative
"le kit d'allumage ne corespond pas sur la debrousailleuse la distance entre la bobine et le volant moteur est trop court,",negative,negative
J ai commandé 3 coques elles sont toutes trop large par rapport a la taille de mon téléphone du coup j ai peur que le telephone ne soit pas bien maintenu,negative,negative
Envois rapide et soigneux mais mon imprimante n’a pas voulu les reconnaître... dommage,negative,negative
le fil n'est pas assez solide,negative,negative
"Arrivé abîmé et griffé, je le garde car j’en ai besoin mais je suis déçue",negative,negative
Commande une coque à 5 euros et au final envoyé la même à un prix supérieur. Pas pu annuler car envoi rapide Et en plus la coque s adapte sur le téléphone mais j ai du couper la partie de m écran car pas tactile. Pas assez en contact avec écran,negative,negative
"C’est Robin n’est pas au norme d’installation française. C’est à dire qu’il n’y a pas la vis centrale pour pouvoir le serrer avec une clef. Au lieu de ça, c’est un anneau à faire tourner, ce qui n’est pas sérieux pour un produit qui demande une stabilité dans le temp. Ce produit est une arnaque le contrepoids ne joue même pas rôle du coup le flexible ne se rétracte pas.",negative,negative
J’ai reçu mes tabourets hier donc assez rapidement par contre en voulant monter le deuxième tabouret je me suis rendue compte qu’il y avait les 2 mêmes cotés de pieds du coup impossible de monter le tabouret! Super quoi! Donc vraiment déçue!,negative,negative
"Certaines note ne sont pas correctement affichées, il manque une barre....je l'utilise quand même mais pour un débutant je pense qu'il y perdrait son latin",negative,negative
article par livrer a temps pour noel malgres les different coup de fil passer et ont me préviens que la veille de noel et en plus pas du tout au courant de l'evolution de livraison je pense que je ne recommanderais pas ses livreurs mais par contre amazon a tres bien repondu a mes attentes quand j'ai rencontrer ce probléme donc chapeau mais si j'ai un conseil a donner arreter ce transporteur,negative,negative
"Livré en retard par rapport à la date prévu.... Ventilateur qui fait moins de bruit que l'original, mais "" SIFFLE""!",negative,negative
bon produit mais c'est demonter au bout de 30 mn de cuisson,negative,negative
"nous avons acheté ce parasol parce qu'il était bien noté et j'aimais bien l'idée que l'on puisse changé la bache. on n'a longtemps hésité entre ceux à 100€ et celui ci, mais on s'est dit qu'il devait etre plus qualitatif. pourtant, nous sommes un peu décu par la qualité. pour le prix, on s'attendait à quelque chose de robuste et finalement, le mécanisme d'ouverture ne tient qu'à un fil. ce n'est pas une image : une pauvre ficelle tient la montée et la baisse du parasol...qu'adviendra t-il quand elle rendra l'ame? mystere. en plus, au bout d'une semaine, déjà des vis qui tenaient les baleines sur le haut du parasol tombent par terre et tournent dans le vide. aucune réponse du vendeur... bref, pour le prix, je déconseille. s'il ne doit tenir qu'une saison, on aurait mieux fait d'en prendre un pour une centaine d'euros",negative,negative
impossible de l utiliser pour la sci circulaire,negative,negative
"Bof, bof!! Se déforme trop facilement et finalement trop gros pour mon Sennheiser Momentum On-Ear.",negative,negative
Les fixations des boules ne sont pas solides ou alors sont bloqués dans l'embout. Je trouve qu'un effort aurait pu être fait,negative,negative
Jai acheté cet abreuvoir pour son petit socle mais en fait il tient pas droit dedans ça fait pas sérieux (plus la bille pourrait être moins étanche du coup,negative,negative
La pochette ne tient pas bien le téléphone portable.,negative,negative
Tout avait l'air de très bien se passer jusqu'à ce que le disque commence à faire un bruit inquiétant et à produire des erreurs de lecture/écriture. J'ai heureusement pu sauver la majorité de mes données et le vendeur m'a remboursé. L'erreur venait probablement de chocs subis par le disque lors de son transport.,negative,negative
Très déçu de cette perceuse électrique sans fil ne tient pas la charge du tout au bout de 20 minutes ne vaut pas le prix je suis bon en acheter une autre,negative,negative
"un câble ne fonctionnait pas, et l'autre a lâché au bout de 15 jours.(torsion au niveau du connecteur) Je ne m'attendais pas a du haut de gamme, mais quand même. heureusement qu'il me reste le troisième",negative,negative
"bonjour, viens de recevoir ce produit et la télécommande ne marche pas... merci de m'en envoyer une autre, merci par avance.",negative,negative
Plastique de très mauvaise qualité les carte SD vole et se choque entre elle à l'intérieur j'en suis dégouté la 2eme étoile est pour la couleur que j'aime bien,negative,negative
"Extrêmement déçu de l'appareil, j'utilisais cette appareil pour une utilisation personnel domestique. L'appareil a fonctionné correctement pendant une semaine, après le routeur se déconnecte de la 4G sans arrêt! J'ai changé deux SIM de suite le phénomène se répète continuellement. Il reconnait une SIM pendant une période d'une semaine et se déconnecte totalement ne l'accepte plus même si vous avez vos GB encore valide.. JE NE RECOMMANDE PAS! j'attends vos éclaircissement SVP",negative,negative
Pièces en papier cartonné. Pas bien.,negative,negative
ces gants sont pour des femmes à petites mains. Donc pas pour moi,negative,negative
"Ventouses de fixation peu épaisse,livrées déformées donc colle difficilement voir pas du tout pour certaines d'elles",negative,negative
"J'ai été déçue, je pensais le livre plus coloré, les couleurs sont ternes et cela ne donne pas envie de le lire.",negative,negative
a fonctionne mais le rendu n’est pas fulgurant. Je m’attendais à un peu plus d’éclat,negative,negative
"Au premier coup d'oeil la table me semblait correspondre tout à fait au produit recherché, malheureusement je me suis vite appercu que celle-ci était bancale.",negative,negative
"Support fragile, se tord facilement. Pas aussi pratique que ce à quoi de m'attendais. Mais livraison dans les temps. Le vendeur n'est pas remis en cause",negative,negative
Pas au niveau du précédant et encore moins des 3 premiers. Difficile à suivre l enchaînement et on reste sur notre faim pour le final,negative,negative
"Bonjour, mon colis est arrivé ouvert et je ne sais pas si mon article est complet.",negative,negative
Je l’ai acheté pour un cadeau et avec l’et Don’t il est arrivé (boite en carton abîmé dans un enveloppe moue) j’ai honte de l’offrir,negative,negative
j'ai placé la 1ere vitre il y a 10 jours et elle s'est cassée je ne sais pas comment hier. j'avais commandé un lot il y a 1 an qui était beaucoup mieux mais impossible de retrouver le vendeur. j'avais cassé la vitre suite à un énorme choc alors que là c’était dans la poche de mon sac à main. Dans ce kit il n'y a pas le tube pour faire le joint entre la vitre et l’écran. bref je vais recommandé chez un autre vendeur pour essayer de retrouver le kit de l'an dernier.,negative,negative
déçu par la taille du produit,negative,negative
"la vue n'est pas en miroir ce qui fait que ce qui vient de gauche est affiché a droite sur l’écran... il n'est pas possible d'enlever les bandes de guidage (règle) ce qui n'est pas pratique lorsque la plaque d'immatriculation n'est pas au milieu du véhicule comme sur mon vito. D'autres vendeurs vendent le même type de camera avec 2 fils à couper, un pour supprimer la règle et un autre pour faire un effet miroir sur l'image. L'image est légèrement parasité lorsque je freine tout en reculant du coup il faut mettre un condensateur de filtrage. Conclusion : bien pour une utilisation en camera avant mais nulle pour utiliser à l’arrière.",negative,negative
Franchement pas top. Son très fort et non réglable et les mots répétés à peine compréhensible.,negative,negative
"Alors que l'histoire est assez haletante au début, une certaine lassitude s'installe progressivement, l'histoire devient carrément invraisemblable, et quand j'ai refermé le livre, j'ai eu l'impression d'avoir perdu mon temps.",negative,negative
les champignons n'ont pas poussé,negative,negative
Ma remarque c est que la colle ne tient pas.,negative,negative
Je suis un peu décue sur ce produit car la longévité est très faible. Je ne vois pas où est le XXL J'ai repris des cartouches de marque,negative,negative
"Passez votre chemin! Cette flute de pan est de mauvaise qualité, trop petite.. A la limite pour un enfant de moins de 5 ans et encore.",negative,negative
"J'ai commandé cette batterie pour remplacer ma batterie d'origine sur mon G4. La livraison a été faite dans les temps, le produit à les mêmes dimensions et même physique que la batterie d'origine. Après l'avoir rechargé à bloc, j'ai démarré mon G4. sur l'écran de démarrage, le téléphone m'indique que la batterie n'est pas d'origine, puis au bout de 5 minutes, le téléphone s'éteint automatiquement car il détecte une batterie pas d'origine. J'ai donc renvoyer le produit.",negative,negative
"le verre ne colle pas sur la périphérie du téléphone, pourtant taillé plus court que le verre original.( voir photo jointe) j'ai utilisé les 3 en espérant en avoir un avec un collage sur toute la surface, mais rien. encore un achat inutile qui me coûte une fois de plus pour aucun service. a bannir pourtant estampiller ""choix Amazon"" ça doit être que commercial a mon avis. Très déçu",negative,negative
Deux exemplaires commandés et l'un des deux containers ne ferme pas et est donc inutilisable pour des croquettes. C'est vraiment dommage,negative,negative
la montre semble jolie au premier regard sur internet mais des que l ont reçoit le produit ont déchante rapidement déjà avec l emballage ensuite avec la montre qui est comment dire de la vrai camelote je ne peut pas porter ca c est pas possible domage,negative,negative
"Principe super, mais le briquet ne se recharge plus après même pas 1 mois d'utilisation...",negative,negative
"Je connais bien les fontaines à chats. J'en ai connu 2 en fait avec le chat de mon copain. Je peux vous dire que celle-ci est incroyablement bruyante, au point de se demander si elle n'est pas défectueuse... Je l'ai achetée car le filet d'eau est visible et que les chats de mes parents ne sont pas habituées aux fontaines. Du coup les chats boivent, mais je me tâte à acheter une pompe plus silencieuse d'une autre fontaine...",negative,negative
"pour reporter des calques sur du contreplaqué, les roulettes ont beaucoup trop de jeu",negative,negative
Utilisé une seule fois et ne fonctionne déjà plus!!!,negative,negative
Je croyais que le xylitol remplacerait le sucre en poudre...et bien non! il faut en mettre des tonnes pour obtenir un petit goût sucré,negative,negative
"Après avoir chauffé (un peu) se met à souffler du froid. Peu fiable, il faut être très près pour sentir un peu de douceur. Par ailleurs, j'ai commandé 1 appareil, j'en ai reçu 2 dans la même boite, mais j'ai aussi été prélevée 2 fois, pourquoi? Je n'ai pas su où m'adresser pour réclamer.",negative,negative
"Produit parfaitement conforme à l'annonce Le problème vient sur le mode de livraison. J'ai reçu un avis de passage mais sans aucun moyen de pouvoir savoir ou se trouve mon article. Après plusieurs appel auprès de CHRONOPOST et avoir enfin trouvé une personne suffisamment compétente pour me répondre, on m'indique que mon colis a été déposé dans un point relais. Donc je valide le vendeur mais pas le mode de livraison",neutral,neutral
"Tricycle bien, suivant les phases d'apprentissage de l'enfant ainsi que sa taille. Seul bémol, les cales pour les pieds sont un peu haute, mon fils à 2 ans, ne sait pas encore pédaler et en mettant ces pieds sur les cales malheureusement ses genoux touchent le guidon ce qui n'est pas très confortable pour lui. Par contre, bonne ergonomie de l'assise, petit sac et ombrelle bien pratiques pour les balades. Possibilité de bloquer la direction du guidon pour éviter que l'enfant nous emmène n'importe où.",neutral,neutral
"Très bien, reçu rapidement, mais pas très pratique à mettre. Identique que sur la photo mais un peu déçu quand même",neutral,neutral
"Cage sympa. a suffit pour son utilité. C’est pas solide par contre. C’est du plastique. Les grilles se déforment facilement mais franchement c’est très bien comme ça j’aurais pas payé plus. Pour les tuyaux notre hamster adore il y passe sa vie. Par contre la roue est trop petite. Prévoyez d’en acheter une pour remplacer celle de la cage sinon à l’intérieur il y’a tout. Ah si un soucis avec le biberon, il coulait tout le temps donc j’ai mis une coupelle d’eau. De toute façon il parait que la coupelle d’eau c’est mieux. Voilà pour résumer je vous la conseille",neutral,neutral
Belle robe. J'ai pris une taille au dessus.lla tulle est fragile.,neutral,neutral
"Très beaux bavoirs, assez épais. Conforme à la photo mais vieillis mal au lavage (couleurs foncées) et n’absorbent pas très bien.",neutral,neutral
"Colis reçu dans les temps sans problème, bien emballé. Le produit est de qualité pourtant je n'ai pu le garder car bien trop mou pour moi. Je savais bien ce que la mention ""soft"" signifiait mais je ne pensais pas à ce point! Je pensais renvoyer le produit mais...mon fils de 20 ans l'a adopté et en est ravi! Voilà pourquoi je mets tout de même 3 étoiles, le ressenti est subjectif mais la qualité et le fini sont au rendez-vous.",neutral,neutral
"Bonjour. C est difficile d attraper le fil de la canette pour coudre, pour ma part je ne y arrivé pas. Dommage, j aime bien le concept mais c est galère. J espère y arriver un jour. Merci.",neutral,neutral
Bon produit. Il faut juste bien le plaquer vers l'il sinon le produit coule.,neutral,neutral
"Produit conforme aux attentes, très pratique pour coup et blessure nécessitant un glaçage. J'ai noté cependant des auréoles humides qui apparaissent après environ une heure d'utilisation, je ne sais pas si c'est des fuites ou une non perméabilité du produit. A voir avec la durée.",neutral,neutral
"Sac achete pour mes vacances, esthetiquement super beau sac.Mais a mon retour de voyage j'ai trop charge les sacs, mes sacs ce son dechire avec le poids j'etais tres deçu. Pour des sac qui von jusqu'a 120 litre cela n'est pas vrais, les sacs sont fait pour des petit remplissage ne pas trop charge.",neutral,neutral
Bonjour Suite au conseil de mon frere je me suis mis au filtre sawyer. Et courant janvier en vacance son sachet de filtre s est perce. Suite a cet accident je décide d utiliser le mien avec énormément de précaution et ne pas mettre une pression trop forte lors du filtrage. Mais au bout d une semaine d utilisation en randonnée il a lui aussi craquer. Je suis relativement satisfait du produit qui est très efficace excepte la résistance des sacs Etant donne qu il n a 1 semaine d’utilisation j attends un geste commercial de votre part faisant suite a la garantie du produit que je pense soit défectueux soit trop fragile au niveau de la zone du bouchon. Merci d avance,neutral,neutral
pour le prix il ne faut pas s'attendre a des miracles non plus!!!...très sympa mais juste pour jouer. Très léger (laiton plutôt qu'acier)...son avantage : il est souple et donc s'adapte a tous les poignets sans pour autant s'ouvrir et tomber. Pour l'aspect de la dorure il ne faut pas trop de lumière sinon la réalité apparaît tout de suite,neutral,neutral
Le produit est plutôt fin et a l’air très solide. Pour l’installation ce n’est pas très compliqué sauf que il y a toujours des bulles malgré plusieurs tentatives pour les retirées... (c’est de le deuxième que j’achete et toujours des bulles sur le premier),neutral,neutral
"jolie pochette en coloris Camel, dommage que le cuir ne fasse trop clinquant,a voir avec la patine du temps",neutral,neutral
Tres bon son et les effet son simpas pour s'entraine quand tout le monde dors. Le seul probleme c'est que le jack a fini pas casse et les fils avec. Après seulement 4 ou 5 utilisation c'est fragile pour du nomade. même apres avoir ressoudé ça a fini par recasse.,neutral,neutral
"J'aime beaucoup l'auteur,mais il s'agit du livre que j'ai le moins apprécié car j'aurais souhaité plus d'explications sur la fin. Ceci dit j'ai quand même passé un bon moment et je ne manquerai pas le prochain livre!!",neutral,neutral
Bonne sauce sur le plan aromatique mais celle ci contient des OGM,neutral,neutral
Très bien. Sauf que beaucoup ne sont accessibles qu'après avoir payé des suppléments en se connectant au site du fournisseur. Et la clé n'est pas reconnue sur tous les ordinateurs.,neutral,neutral
"... le cordon à tirette m'est resté dans les doigts après le montage! Bricoleurs vous vous en sortirez, il faut démonter le boitier, mais les vis sont inconnues en France (3 pans). On s'en sort avec un petit tournevis, doucement. C'est réparé, mais quand même!",neutral,neutral
